id,topic,speaker_1_en,speaker_1_gujlish,speaker_2_en,speaker_2_gujlish
1651,Old vs New Songs / Trip to Goa,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
275,Ordering Food / Bollywood Movie,Is the pav bhaji spicy?,Pav bhaji tikhi che?,That movie had great songs.,E movie ma khub sara gaana hata.
1754,Old vs New Songs / Trip to Goa,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,I can’t wait for this trip!,Hu aa trip mate excited chu!
641,Cricket Match / Diwali Prep,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
841,Trip to Goa / Delhi Traffic,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
396,Ordering Food / Street vs Restaurant Food,Do you serve cold coffee?,Tamare cold coffee male che?,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
2638,Gym/Fitness / Street vs Restaurant Food,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
194,Weekend Plans / Friend's Wedding,Do you want to watch a movie?,Movie jovani ichchha che tane?,The food was really good!,Food toh khub j tasty hatu!
619,Cricket Match / Ordering Food,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,We’ll take two plates of dosa.,Ame be plate dosa levana che.
1238,Delhi Traffic / Cricket Match,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,Was it a close game?,Game tight hatu ke easy?
1456,Diwali Prep / Delhi Traffic,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
1989,Street vs Restaurant Food / Gym/Fitness,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
607,Asking Directions / Weather Changes,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,I love winter mornings.,Mane sheet rutu ni savar bau game.
1150,Bollywood Movie / Diwali Prep,I liked the climax a lot.,Mane climax bau gamyu.,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.
1733,Old vs New Songs / Gym/Fitness,New songs have better beats.,Nava gaano ma beat saru hoy.,I feel healthier now.,Mane have healthy feel thay che.
254,Ordering Food / Gym/Fitness,"Can I see the menu, please?",Menu joi shaku chu?,I feel healthier now.,Mane have healthy feel thay che.
413,Asking Directions / Ordering Food,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,"Can I see the menu, please?",Menu joi shaku chu?
1398,Delhi Traffic / Bollywood Movie,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,That movie had great songs.,E movie ma khub sara gaana hata.
1893,Street vs Restaurant Food / Ordering Food,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Is the pav bhaji spicy?,Pav bhaji tikhi che?
2457,Gym/Fitness / Asking Directions,I started yoga recently.,Hu have yoga sharu karyu che.,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?
277,Ordering Food / Bollywood Movie,Is the pav bhaji spicy?,Pav bhaji tikhi che?,I liked the climax a lot.,Mane climax bau gamyu.
1674,Old vs New Songs / Friend's Wedding,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,They looked so happy together.,E loko khub j happy lagta hata.
1103,Bollywood Movie / Old vs New Songs,The acting was average though.,Acting thodi average hati.,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.
2427,Weather Changes / Diwali Prep,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
616,Cricket Match / Weekend Plans,Who won the match yesterday?,Gaya kale kon jeetyu match ma?,Do you want to watch a movie?,Movie jovani ichchha che tane?
2189,Friend's Wedding / Weather Changes,They looked so happy together.,E loko khub j happy lagta hata.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2111,Friend's Wedding / Trip to Goa,The food was really good!,Food toh khub j tasty hatu!,I can’t wait for this trip!,Hu aa trip mate excited chu!
1945,Street vs Restaurant Food / Ordering Food,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
1403,Delhi Traffic / Delhi Traffic,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
1932,Street vs Restaurant Food / Weather Changes,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.
2619,Gym/Fitness / Trip to Goa,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,We should try water sports!,Aapde water sports try karva joie!
1943,Street vs Restaurant Food / Ordering Food,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,"Can I see the menu, please?",Menu joi shaku chu?
942,Trip to Goa / Delhi Traffic,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.,Traffic was horrible today!,Aaje traffic to bhayanak hatu!
1213,Bollywood Movie / Friend's Wedding,Who was the director?,Director kon hatu?,Did you see her wedding dress?,Tame eni wedding dress joi?
1786,Old vs New Songs / Weekend Plans,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,Are you free this Sunday?,Aa Ravivare tamne time che?
2342,Weather Changes / Weather Changes,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,The sky looks so cloudy today.,Aaje akash ghanu badlilu lage che.
2145,Friend's Wedding / Weekend Plans,They looked so happy together.,E loko khub j happy lagta hata.,Let’s go on a bike ride!,Chal ne bike ride par jaiye!
704,Cricket Match / Friend's Wedding,Was it a close game?,Game tight hatu ke easy?,The food was really good!,Food toh khub j tasty hatu!
1909,Street vs Restaurant Food / Bollywood Movie,Restaurants are more hygienic.,Restaurants ma hygiene vadhu hoy.,The acting was average though.,Acting thodi average hati.
142,Weekend Plans / Friend's Wedding,Let’s go on a bike ride!,Chal ne bike ride par jaiye!,Did you see her wedding dress?,Tame eni wedding dress joi?
529,Asking Directions / Trip to Goa,Can you guide me to City Mall?,City Mall sudhi marg batavo?,I can’t wait for this trip!,Hu aa trip mate excited chu!
1951,Street vs Restaurant Food / Cricket Match,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
369,Ordering Food / Cricket Match,Do you serve cold coffee?,Tamare cold coffee male che?,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
782,Cricket Match / Trip to Goa,I missed the final over.,Hu last over joi na shakyo.,We should try water sports!,Aapde water sports try karva joie!
2106,Friend's Wedding / Cricket Match,The food was really good!,Food toh khub j tasty hatu!,India gave a strong performance!,India ye jabardast performance aapyu!
335,Ordering Food / Diwali Prep,We’ll take two plates of dosa.,Ame be plate dosa levana che.,Mom made chakri and sweets.,Mummy ye chakri ane mithai banavi.
2637,Gym/Fitness / Old vs New Songs,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.,Remixes ruin the originals.,Remix toh original no charm lai lidhe.
273,Ordering Food / Trip to Goa,Is the pav bhaji spicy?,Pav bhaji tikhi che?,Let’s visit the beaches in North Goa.,North Goa na beach par jaiye.
970,Trip to Goa / Weekend Plans,I can’t wait for this trip!,Hu aa trip mate excited chu!,Are you free this Sunday?,Aa Ravivare tamne time che?
2468,Gym/Fitness / Trip to Goa,I started yoga recently.,Hu have yoga sharu karyu che.,I can’t wait for this trip!,Hu aa trip mate excited chu!
1748,Old vs New Songs / Cricket Match,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Was it a close game?,Game tight hatu ke easy?
2210,Friend's Wedding / Trip to Goa,The wedding was well organized.,Lagna khub saro rite thai.,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
1571,Diwali Prep / Friend's Wedding,Have you bought crackers?,Tame patakha laya?,The food was really good!,Food toh khub j tasty hatu!
1797,Old vs New Songs / Asking Directions,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
2493,Gym/Fitness / Weather Changes,I started yoga recently.,Hu have yoga sharu karyu che.,It’s so hot these days!,Aaje kalak ghanu garmi che!
2030,Street vs Restaurant Food / Friend's Wedding,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,The food was really good!,Food toh khub j tasty hatu!
1411,Delhi Traffic / Old vs New Songs,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
2308,Weather Changes / Cricket Match,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,Who won the match yesterday?,Gaya kale kon jeetyu match ma?
1770,Old vs New Songs / Street vs Restaurant Food,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
231,Ordering Food / Delhi Traffic,"Can I see the menu, please?",Menu joi shaku chu?,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.
1819,Old vs New Songs / Old vs New Songs,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,New songs have better beats.,Nava gaano ma beat saru hoy.
340,Ordering Food / Old vs New Songs,We’ll take two plates of dosa.,Ame be plate dosa levana che.,I prefer Kishore Kumar over Badshah.,Mane Kishore Kumar vadhu game.
702,Cricket Match / Street vs Restaurant Food,Was it a close game?,Game tight hatu ke easy?,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
158,Weekend Plans / Ordering Food,Do you want to watch a movie?,Movie jovani ichchha che tane?,Is the pav bhaji spicy?,Pav bhaji tikhi che?
2506,Gym/Fitness / Ordering Food,Weight training is tough!,Weight training to bau j hard che!,We’ll take two plates of dosa.,Ame be plate dosa levana che.
2159,Friend's Wedding / Trip to Goa,They looked so happy together.,E loko khub j happy lagta hata.,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?
201,Weekend Plans / Gym/Fitness,Do you want to watch a movie?,Movie jovani ichchha che tane?,I started yoga recently.,Hu have yoga sharu karyu che.
1532,Diwali Prep / Weekend Plans,Have you bought crackers?,Tame patakha laya?,I’m planning to relax at home.,Hu ghar par relax karvano plan karu chu.
1997,Street vs Restaurant Food / Ordering Food,Let’s eat outside today!,Chal aaje bahar jamva jaiye!,Do you serve cold coffee?,Tamare cold coffee male che?
1117,Bollywood Movie / Weather Changes,The acting was average though.,Acting thodi average hati.,I love winter mornings.,Mane sheet rutu ni savar bau game.
1659,Old vs New Songs / Delhi Traffic,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,It’s better to use metro.,Metro vapravu kharekhar sari idea che.
1415,Delhi Traffic / Street vs Restaurant Food,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
2115,Friend's Wedding / Bollywood Movie,The food was really good!,Food toh khub j tasty hatu!,Who was the director?,Director kon hatu?
2203,Friend's Wedding / Asking Directions,The wedding was well organized.,Lagna khub saro rite thai.,How far is the airport from here?,Ahiya thi airport ketlu door che?
1290,Delhi Traffic / Cricket Match,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.,India gave a strong performance!,India ye jabardast performance aapyu!
1451,Diwali Prep / Bollywood Movie,We cleaned the whole house today.,Aaje ame akhu ghar saaf karyu.,I liked the climax a lot.,Mane climax bau gamyu.
297,Ordering Food / Friend's Wedding,Is the pav bhaji spicy?,Pav bhaji tikhi che?,They looked so happy together.,E loko khub j happy lagta hata.
804,Cricket Match / Street vs Restaurant Food,I missed the final over.,Hu last over joi na shakyo.,Let’s eat outside today!,Chal aaje bahar jamva jaiye!
2317,Weather Changes / Bollywood Movie,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,The acting was average though.,Acting thodi average hati.
1262,Delhi Traffic / Street vs Restaurant Food,Traffic was horrible today!,Aaje traffic to bhayanak hatu!,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
2219,Friend's Wedding / Delhi Traffic,The wedding was well organized.,Lagna khub saro rite thai.,My cab took 2 hours for 10 km.,10 km ma cab ne be kalak lagya.
777,Cricket Match / Asking Directions,I missed the final over.,Hu last over joi na shakyo.,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.
362,Ordering Food / Ordering Food,Do you serve cold coffee?,Tamare cold coffee male che?,"Can I see the menu, please?",Menu joi shaku chu?
584,Asking Directions / Bollywood Movie,I am looking for MG Road.,Hu MG Road shodhi rahyo chu.,Who was the director?,Director kon hatu?
2540,Gym/Fitness / Friend's Wedding,Weight training is tough!,Weight training to bau j hard che!,Did you see her wedding dress?,Tame eni wedding dress joi?
821,Trip to Goa / Ordering Food,Have you booked the hotel in Goa?,Goa ma hotel book kari didhu?,"Can I see the menu, please?",Menu joi shaku chu?
234,Ordering Food / Diwali Prep,"Can I see the menu, please?",Menu joi shaku chu?,Have you bought crackers?,Tame patakha laya?
1581,Diwali Prep / Gym/Fitness,Have you bought crackers?,Tame patakha laya?,Let’s join Zumba next week.,Chal Zumba class joiye agal hafta.
2329,Weather Changes / Old vs New Songs,Yesterday it suddenly rained.,Gai kale achanak varsad aavyo.,New songs have better beats.,Nava gaano ma beat saru hoy.
1184,Bollywood Movie / Asking Directions,Who was the director?,Director kon hatu?,Can you guide me to City Mall?,City Mall sudhi marg batavo?
701,Cricket Match / Street vs Restaurant Food,Was it a close game?,Game tight hatu ke easy?,Golgappa is my guilty pleasure.,Golgappa to mari weakness che.
458,Asking Directions / Gym/Fitness,Is this the way to the bus stand?,Aa rasto bus stand sudhi jay che?,I feel healthier now.,Mane have healthy feel thay che.
1385,Delhi Traffic / Ordering Food,I missed my meeting due to traffic.,Traffic ni wajah thi meeting miss thai.,Do you serve cold coffee?,Tamare cold coffee male che?
1678,Old vs New Songs / Weather Changes,Old songs are more meaningful.,Juna gaano ma arth vadhu hoy.,I love winter mornings.,Mane sheet rutu ni savar bau game.
1808,Old vs New Songs / Bollywood Movie,Remixes ruin the originals.,Remix toh original no charm lai lidhe.,I liked the climax a lot.,Mane climax bau gamyu.
1588,Diwali Prep / Ordering Food,Diwali shopping is still pending.,Diwali shopping to baki j che.,We’ll take two plates of dosa.,Ame be plate dosa levana che.
6,Weekend Plans / Ordering Food,Are you free this Sunday?,Aa Ravivare tamne time che?,We’ll take two plates of dosa.,Ame be plate dosa levana che.
495,Asking Directions / Street vs Restaurant Food,How far is the airport from here?,Ahiya thi airport ketlu door che?,Nothing beats pani puri from streets!,Street wali pani puri no jawab nathi!
1587,Diwali Prep / Ordering Food,Diwali shopping is still pending.,Diwali shopping to baki j che.,Is the pav bhaji spicy?,Pav bhaji tikhi che?
