,topic,english,gujlish
777,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
778,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
779,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
780,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
781,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
782,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
783,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
784,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
785,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
786,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
787,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
788,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
789,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
790,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
791,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
792,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
793,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
794,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
795,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
796,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
797,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
798,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
799,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
800,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
801,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
802,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
803,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
804,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
805,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
806,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
807,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
808,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
809,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
810,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
811,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
812,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
813,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
814,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
815,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
816,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
817,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
818,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
819,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
820,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
821,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
822,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
823,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
824,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
825,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
826,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
827,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
828,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
829,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
830,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
831,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
832,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
833,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
834,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
835,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
836,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
837,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
838,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
839,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
840,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
841,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
842,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
843,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
844,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
845,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
846,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
847,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
848,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
849,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
850,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
851,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
852,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
853,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
854,Asking for directions to a nearby landmark,Do you want to try that new restaurant nearby?,Tane navi restaurant try karvi chhe je najik ma chhe?
855,Asking for directions to a nearby landmark,Letâ€™s relax at home and binge some series.,Chalo ghar e relax kariye ane kai series joiye.
856,Asking for directions to a nearby landmark,I heard thereâ€™s a concert in town this weekend.,Mane sambhalyu chhe ke aa weekend ma concert chhe shaher ma.
857,Asking for directions to a nearby landmark,We can go for a long drive and have dinner outside.,Apde ek long drive par jaiye ane bahar dinner kariye.
858,Asking for directions to a nearby landmark,What are your plans for the weekend?,Taro weekend mate shu plan chhe?
859,Asking for directions to a nearby landmark,I was thinking we could go out and watch a movie.,Hu to vichari rahyo hato ke apde movie jovay jaiye.
